,lat,lng,sentiment_total,sentiment_average
0,34.095286,-118.127014,13.092027163374818,0.09697797898796161
1,33.835292,-117.914503,360.40296882456875,0.142903635537101
2,38.004922,-121.805789,22.203862433862433,0.12335479129923574
3,35.373292,-119.018711,34.03192392676766,0.0992184371042789
4,34.085286,-117.960897,125.3082766936478,0.10830447423824356
5,33.881683,-118.117011,6.127256944444444,0.08753224206349206
6,37.871592,-122.272747,6.10054879148629,0.03789160740053596
7,33.867514,-117.998117,238.87945603730716,0.14818824816210122
8,33.158092,-117.350594,60.79611828854015,0.12331869835403682
9,33.831406,-118.282017,158.24602864025525,0.10721275653133824
10,39.728494,-121.837478,13.761696203102451,0.12861398320656497
11,34.012236,-117.688944,20.174266796029485,0.08733448829449994
12,32.640053,-117.084197,12.017743714618716,0.17417019876259007
13,36.825228,-119.702919,80.24106706950451,0.12440475514651862
14,33.89585,-118.220072,5.586363636363636,0.12991543340380549
15,37.977978,-122.031072,41.31534045815295,0.10251945523114876
16,33.875294,-117.566439,50.7527220587572,0.17622472937068473
17,33.641133,-117.918669,191.50752387245663,0.12205705791743571
18,37.687925,-122.470208,296.31349168224097,0.09533896128772232
19,33.940014,-118.132569,6.760416666666666,0.15364583333333331
20,32.794772,-116.962528,51.74911347260958,0.09990176346063626
21,33.119208,-117.086422,36.45239763708514,0.1211043110866616
22,38.249358,-122.039967,6.324394841269843,0.10367860395524332
23,34.092233,-117.435047,69.26238237004445,0.1190075298454372
24,36.746842,-119.772586,68.90092615139488,0.1219485418608759
25,33.870292,-117.925339,299.97565930827494,0.13900632961458523
26,33.773906,-117.941447,404.351682541479,0.13389128560976127
27,34.142508,-118.255075,16.023048115079366,0.13133645995966695
28,33.916403,-118.352575,3.6987428225709484,0.061645713709515805
29,37.668819,-122.080797,33.81240143247956,0.08560101628475839
30,33.747519,-116.971967,7.92140870197511,0.10561878269300146
31,34.426389,-117.300878,17.226659564393934,0.1625156562678673
32,33.660297,-117.999225,200.2161988071863,0.14414413161064527
33,33.720578,-116.215561,22.183575860445984,0.0981574153117079
34,33.961681,-118.353131,403.4918275844815,0.0806983655168963
35,33.683947,-117.794694,147.8490872771434,0.11373006713626416
36,33.853628,-118.133956,13.393894300144295,0.14402036881875585
37,34.686786,-118.154164,18.445985412157288,0.12809712091775893
38,37.681875,-121.768008,22.021776591464093,0.12583872337979482
39,33.768322,-118.195617,49.88247474747474,0.10658648450315115
40,34.052233,-118.243686,362.49684672467777,0.12465503670037062
41,37.302164,-120.482967,10.766774891774892,0.11703016186711838
42,33.600022,-117.671994,60.92360831975823,0.09430899120705609
43,37.639097,-120.996878,27.544405663780662,0.09001439759405445
44,33.942467,-117.229672,1.7756583694083696,0.043308740717277305
45,38.297539,-122.286864,10.357574404761902,0.08286059523809522
46,33.618911,-117.928947,151.92726398188435,0.12618543520090061
47,37.804364,-122.271114,111.44508089884643,0.10434932668431314
48,33.195869,-117.379483,45.385969445196004,0.12642331321781616
49,34.063344,-117.650889,97.97685200534886,0.11663910953017721
50,33.787794,-117.853111,242.5619100698199,0.12964292360760016
51,34.197506,-119.177053,52.37039682539683,0.118753734297952
52,34.579433,-118.116461,13.690063694985573,0.1411346772678925
53,34.055228,-117.752306,70.82117309893249,0.09768437668818275
54,34.1064,-117.593108,70.78514400829502,0.11343773078252407
55,40.586539,-122.391675,8.711566558441557,0.12625458780350082
56,37.485214,-122.236356,75.01563215863996,0.07615800219151266
57,34.1064,-117.370325,45.12810480732938,0.09500653643648291
58,37.935758,-122.34775,21.963777958152946,0.08613246258099194
59,33.95335,-117.396156,17.268213383838386,0.07225193884451207
60,38.752122,-121.288006,50.26636582745957,0.12112377307821584
61,38.581572,-121.4944,87.90333578024985,0.09899024299577686
62,36.677736,-121.6555,15.619268071338382,0.11156620050955987
63,34.108344,-117.289764,68.50174047182976,0.11551726892382759
64,32.715328,-117.157256,10.860898476523477,0.19747088139133595
65,37.774931,-122.419417,434.45878707680583,0.10514491458780392
66,37.339386,-121.894956,207.3343024422046,0.12400376940323242
67,37.724931,-122.156078,47.14462972791097,0.07401040773612397
68,33.143372,-117.166144,70.12515966961283,0.11825490669411944
69,37.562992,-122.325525,49.07406905363153,0.08670330221489671
70,33.745572,-117.867833,322.57799305425436,0.12478839189719705
71,34.420831,-119.698189,34.81411317415225,0.14941679473885083
72,37.354108,-121.955236,148.0078253874014,0.11527089204626277
73,34.391664,-118.542586,44.855161811568074,0.1065443273433921
74,34.953033,-120.435719,12.071513998154625,0.12706856840162764
75,34.019453,-118.491192,415.89851800926135,0.08317970360185227
76,38.440467,-122.714431,15.638691821958417,0.10495766323462025
77,33.954736,-118.212017,6.398713135822511,0.10845276501394087
78,37.957703,-121.290781,19.39520911871693,0.0763590910185706
79,37.368831,-122.03635,115.37106134162376,0.130362781176976
80,33.493639,-117.148364,28.372022952741705,0.10586575728634964
81,33.83585,-118.340628,123.7064564476729,0.10860970715335637
82,37.73965,-121.425222,11.176040464165466,0.13797580819957364
83,33.74585,-117.826167,235.03639590718876,0.12389899626103783
84,38.356578,-121.987744,9.242107683982683,0.12836260672198171
85,38.104086,-122.256636,0.44594524110149136,0.01238736780837476
86,34.274639,-119.229006,7.790471681096679,0.061829140326164114
87,34.536108,-117.291158,9.053884548611112,0.09053884548611112
88,36.330228,-119.292058,17.37368837181337,0.16705469588282085
89,33.200036,-117.242536,67.13828309132997,0.12479234775340142
90,34.068622,-117.938953,116.94571919905904,0.10778407299452446
91,33.751342,-117.993992,235.82378813987322,0.147022311807901
